Timestamp,Event,Duration(ms)
1725866493722,AnchorCreation,0
1725866493754,AnchorCreation,0
1725866493787,AnchorCreation,0
1725866493819,AnchorCreation,0
1725866493853,AnchorCreation,0
1725866493887,AnchorCreation,0
1725866493918,AnchorCreation,0
1725866493955,AnchorCreation,0
1725866493987,AnchorCreation,0
1725866494019,AnchorCreation,0
1725866494054,AnchorCreation,0
1725866494088,AnchorCreation,0
1725866494118,AnchorCreation,0
1725866494151,AnchorCreation,1
1725866494186,AnchorCreation,0
1725866494217,AnchorCreation,0
1725866494251,AnchorCreation,0
1725866494286,AnchorCreation,0
1725866494320,AnchorCreation,0
1725866494353,AnchorCreation,0
1725866494386,AnchorCreation,0
1725866494419,AnchorCreation,0
1725866494459,AnchorCreation,0
1725866494487,AnchorCreation,0
1725866494518,AnchorCreation,1
1725866494551,AnchorCreation,0
1725866494585,AnchorCreation,0
1725866494617,AnchorCreation,0
1725866494651,AnchorCreation,0
1725866494685,AnchorCreation,0
1725866494718,AnchorCreation,0
1725866494750,AnchorCreation,0
1725866494785,AnchorCreation,0
1725866494819,AnchorCreation,0
1725866494852,AnchorCreation,0
1725866494885,AnchorCreation,0
1725866494918,AnchorCreation,0
1725866494950,AnchorCreation,0
1725866494986,AnchorCreation,0
1725866495017,AnchorCreation,1
1725866495051,AnchorCreation,0
1725866495084,AnchorCreation,0
1725866495118,AnchorCreation,0
1725866495149,AnchorCreation,1
1725866495183,AnchorCreation,0
1725866495218,AnchorCreation,0
1725866495250,AnchorCreation,0
1725866495285,AnchorCreation,0
1725866495318,AnchorCreation,0
1725866495349,AnchorCreation,1
1725866495383,AnchorCreation,0
1725866495418,AnchorCreation,0
1725866495452,AnchorCreation,0
1725866495486,AnchorCreation,0
1725866495519,AnchorCreation,0
1725866495551,AnchorCreation,0
1725866495584,AnchorCreation,0
1725866495616,AnchorCreation,0
1725866495651,AnchorCreation,1
1725866495685,AnchorCreation,0
1725866495717,AnchorCreation,0
1725866495750,AnchorCreation,0
1725866495782,AnchorCreation,0
1725866495819,AnchorCreation,1
1725866495850,AnchorCreation,0
1725866495883,AnchorCreation,0
1725866495916,AnchorCreation,0
1725866495950,AnchorCreation,0
1725866495984,AnchorCreation,0
1725866496015,AnchorCreation,0
1725866496050,AnchorCreation,1
1725866496083,AnchorCreation,0
1725866496116,AnchorCreation,0
1725866496149,AnchorCreation,1
1725866496181,AnchorCreation,0
1725866496217,AnchorCreation,0
1725866496248,AnchorCreation,1
1725866496281,AnchorCreation,0
1725866496315,AnchorCreation,0
1725866496349,AnchorCreation,0
1725866496382,AnchorCreation,0
1725866496415,AnchorCreation,1
1725866496448,AnchorCreation,0
1725866496482,AnchorCreation,0
1725866496515,AnchorCreation,0
1725866496549,AnchorCreation,0
1725866496582,AnchorCreation,0
1725866496616,AnchorCreation,0
1725866496649,AnchorCreation,0
1725866496680,AnchorCreation,0
1725866496714,AnchorCreation,0
1725866496748,AnchorCreation,0
1725866496780,AnchorCreation,0
1725866496815,AnchorCreation,0
1725866496847,AnchorCreation,1
1725866496880,AnchorCreation,0
1725866496915,AnchorCreation,0
1725866496947,AnchorCreation,0
1725866496983,AnchorCreation,0
1725866497015,AnchorCreation,0
1725866497047,AnchorCreation,0
1725866497079,AnchorCreation,0
1725866497116,AnchorCreation,0
1725866497146,AnchorCreation,0
1725866497180,AnchorCreation,0
1725866497213,AnchorCreation,0
1725866497248,AnchorCreation,0
1725866497278,AnchorCreation,0
1725866497316,AnchorCreation,0
1725866497346,AnchorCreation,0
1725866497378,AnchorCreation,0
1725866497413,AnchorCreation,0
1725866497447,AnchorCreation,1
1725866497480,AnchorCreation,0
1725866497512,AnchorCreation,1
1725866497546,AnchorCreation,0
1725866497579,AnchorCreation,0
1725866497613,AnchorCreation,0
1725866497647,AnchorCreation,0
1725866497679,AnchorCreation,0
1725866497711,AnchorCreation,0
1725866497747,AnchorCreation,0
1725866497777,AnchorCreation,0
1725866497815,AnchorCreation,0
1725866497846,AnchorCreation,0
1725866497878,AnchorCreation,0
1725866497910,AnchorCreation,0
1725866497946,AnchorCreation,0
1725866497981,AnchorCreation,0
1725866498010,AnchorCreation,0
1725866498044,AnchorCreation,0
1725866498079,AnchorCreation,0
1725866498112,AnchorCreation,0
1725866498145,AnchorCreation,0
1725866498178,AnchorCreation,0
1725866498211,AnchorCreation,0
1725866498245,AnchorCreation,0
1725866498279,AnchorCreation,0
1725866498311,AnchorCreation,0
1725866498345,AnchorCreation,0
1725866498378,AnchorCreation,0
1725866498411,AnchorCreation,0
1725866498445,AnchorCreation,0
1725866498479,AnchorCreation,1
1725866498510,AnchorCreation,0
1725866498544,AnchorCreation,1
1725866498578,AnchorCreation,0
1725866498611,AnchorCreation,0
1725866498644,AnchorCreation,0
1725866498678,AnchorCreation,0
1725866498709,AnchorCreation,0
1725866498748,AnchorCreation,0
1725866498777,AnchorCreation,0
1725866498809,AnchorCreation,0
1725866498844,AnchorCreation,0
1725866498880,AnchorCreation,0
1725866498909,AnchorCreation,0
1725866498944,AnchorCreation,0
1725866498979,AnchorCreation,0
1725866499009,AnchorCreation,0
1725866499043,AnchorCreation,1
1725866499076,AnchorCreation,0
1725866499110,AnchorCreation,0
1725866499144,AnchorCreation,0
1725866499176,AnchorCreation,0
1725866499210,AnchorCreation,0
1725866499244,AnchorCreation,0
1725866499277,AnchorCreation,0
1725866499313,AnchorCreation,0
1725866499344,AnchorCreation,0
1725866499378,AnchorCreation,0
1725866499410,AnchorCreation,0
1725866499443,AnchorCreation,0
1725866499477,AnchorCreation,1
1725866499508,AnchorCreation,0
1725866499541,AnchorCreation,0
1725866499576,AnchorCreation,0
1725866499610,AnchorCreation,0
1725866499642,AnchorCreation,0
1725866499677,AnchorCreation,0
1725866499707,AnchorCreation,1
1725866499744,AnchorCreation,1
1725866499776,AnchorCreation,0
1725866499809,AnchorCreation,0
1725866499843,AnchorCreation,0
1725866499874,AnchorCreation,0
1725866499909,AnchorCreation,0
1725866499942,AnchorCreation,0
1725866499977,AnchorCreation,0
1725866500008,AnchorCreation,0
1725866500040,AnchorCreation,0
1725866500076,AnchorCreation,0
1725866500109,AnchorCreation,1
1725866500142,AnchorCreation,0
1725866500176,AnchorCreation,0
1725866500207,AnchorCreation,0
1725866500243,AnchorCreation,0
1725866500274,AnchorCreation,0
1725866500308,AnchorCreation,0
1725866500341,AnchorCreation,0
1725866500375,AnchorCreation,1
1725866500407,AnchorCreation,0
1725866500440,AnchorCreation,0
1725866500475,AnchorCreation,0
1725866500508,AnchorCreation,0
1725866500540,AnchorCreation,0
1725866500574,AnchorCreation,0
1725866500610,AnchorCreation,1
1725866500641,AnchorCreation,0
1725866500674,AnchorCreation,0
1725866500706,AnchorCreation,0
1725866500742,AnchorCreation,0
1725866500774,AnchorCreation,1
1725866500808,AnchorCreation,0
1725866500839,AnchorCreation,0
1725866500873,AnchorCreation,0
1725866500908,AnchorCreation,0
1725866500941,AnchorCreation,0
1725866500976,AnchorCreation,0
1725866501006,AnchorCreation,0
1725866501041,AnchorCreation,0
1725866501076,AnchorCreation,1
1725866501107,AnchorCreation,1
1725866501139,AnchorCreation,0
1725866501172,AnchorCreation,0
1725866501207,AnchorCreation,0
1725866501240,AnchorCreation,0
1725866501274,AnchorCreation,0
1725866501306,AnchorCreation,1
1725866501339,AnchorCreation,0
1725866501372,AnchorCreation,0
1725866501407,AnchorCreation,1
1725866501440,AnchorCreation,0
1725866501472,AnchorCreation,0
1725866501505,AnchorCreation,0
1725866501538,AnchorCreation,0
1725866501573,AnchorCreation,0
1725866501606,AnchorCreation,0
1725866501640,AnchorCreation,0
1725866501670,AnchorCreation,0
1725866501705,AnchorCreation,0
1725866501742,AnchorCreation,0
1725866501773,AnchorCreation,0
1725866501805,AnchorCreation,0
1725866501838,AnchorCreation,0
1725866501873,AnchorCreation,0
1725866501907,AnchorCreation,0
1725866501937,AnchorCreation,0
1725866501973,AnchorCreation,0
1725866502006,AnchorCreation,0
1725866502040,AnchorCreation,0
1725866502072,AnchorCreation,0
1725866502107,AnchorCreation,0
1725866502137,AnchorCreation,0
1725866502170,AnchorCreation,0
1725866502204,AnchorCreation,0
1725866502238,AnchorCreation,0
1725866502270,AnchorCreation,0
1725866502303,AnchorCreation,0
1725866502338,AnchorCreation,0
1725866502369,AnchorCreation,0
1725866502405,AnchorCreation,0
1725866502437,AnchorCreation,0
1725866502472,AnchorCreation,0
1725866502504,AnchorCreation,0
1725866502537,AnchorCreation,0
1725866502570,AnchorCreation,0
1725866502604,AnchorCreation,0
1725866502637,AnchorCreation,0
1725866502670,AnchorCreation,0
1725866502703,AnchorCreation,0
1725866502739,AnchorCreation,0
1725866502769,AnchorCreation,0
1725866502802,AnchorCreation,0
1725866502836,AnchorCreation,0
1725866502874,AnchorCreation,0
1725866502902,AnchorCreation,0
1725866502937,AnchorCreation,0
1725866502977,AnchorCreation,0
1725866503003,AnchorCreation,0
1725866503036,AnchorCreation,0
1725866503070,AnchorCreation,0
1725866503103,AnchorCreation,0
1725866503138,AnchorCreation,1
1725866503168,AnchorCreation,0
1725866503203,AnchorCreation,0
1725866503237,AnchorCreation,0
1725866503269,AnchorCreation,1
1725866503302,AnchorCreation,0
1725866503335,AnchorCreation,0
1725866503369,AnchorCreation,0
1725866503401,AnchorCreation,0
1725866503436,AnchorCreation,0
1725866503472,AnchorCreation,0
1725866503502,AnchorCreation,0
1725866503536,AnchorCreation,0
1725866503569,AnchorCreation,0
1725866503602,AnchorCreation,0
1725866503634,AnchorCreation,0
1725866503669,AnchorCreation,0
1725866503701,AnchorCreation,1
1725866503735,AnchorCreation,0
1725866503769,AnchorCreation,0
1725866503801,AnchorCreation,0
1725866503837,AnchorCreation,0
1725866503868,AnchorCreation,0
1725866503899,AnchorCreation,0
1725866503934,AnchorCreation,0
1725866503970,AnchorCreation,0
1725866504002,AnchorCreation,0
1725866504035,AnchorCreation,0
1725866504066,AnchorCreation,1
1725866504101,AnchorCreation,0
1725866504135,AnchorCreation,0
1725866504168,AnchorCreation,1
1725866504201,AnchorCreation,0
1725866504236,AnchorCreation,0
1725866504266,AnchorCreation,0
1725866504301,AnchorCreation,0
1725866504334,AnchorCreation,0
1725866504368,AnchorCreation,0
1725866504401,AnchorCreation,0
1725866504434,AnchorCreation,0
1725866504469,AnchorCreation,0
1725866504501,AnchorCreation,0
1725866504533,AnchorCreation,0
1725866504567,AnchorCreation,0
1725866504600,AnchorCreation,0
1725866504632,AnchorCreation,0
1725866504666,AnchorCreation,0
1725866504699,AnchorCreation,0
1725866504732,AnchorCreation,0
1725866504766,AnchorCreation,0
1725866504807,AnchorCreation,0
1725866504833,AnchorCreation,0
1725866504866,AnchorCreation,0
1725866504900,AnchorCreation,0
1725866504931,AnchorCreation,0
1725866504969,AnchorCreation,0
1725866505001,AnchorCreation,0
1725866505032,AnchorCreation,0
1725866505067,AnchorCreation,0
1725866505099,AnchorCreation,0
1725866505131,AnchorCreation,0
1725866505165,AnchorCreation,0
1725866505199,AnchorCreation,0
1725866505231,AnchorCreation,0
1725866505266,AnchorCreation,1
1725866505298,AnchorCreation,0
1725866505332,AnchorCreation,0
1725866505364,AnchorCreation,0
1725866505402,AnchorCreation,1
1725866505432,AnchorCreation,0
1725866505467,AnchorCreation,0
1725866505499,AnchorCreation,0
1725866505530,AnchorCreation,0
1725866505563,AnchorCreation,0
1725866505599,AnchorCreation,0
1725866505630,AnchorCreation,0
1725866505663,AnchorCreation,0
1725866505699,AnchorCreation,0
1725866505729,AnchorCreation,0
1725866505763,AnchorCreation,0
1725866505798,AnchorCreation,0
1725866505829,AnchorCreation,0
1725866505863,AnchorCreation,0
1725866505898,AnchorCreation,0
1725866505931,AnchorCreation,0
1725866505966,AnchorCreation,0
1725866505999,AnchorCreation,0
1725866506031,AnchorCreation,0
1725866506063,AnchorCreation,0
1725866506097,AnchorCreation,0
1725866506131,AnchorCreation,0
1725866506164,AnchorCreation,0
1725866506198,AnchorCreation,0
1725866506230,AnchorCreation,0
1725866506262,AnchorCreation,0
1725866506297,AnchorCreation,0
1725866506330,AnchorCreation,0
1725866506361,AnchorCreation,0
1725866506398,AnchorCreation,0
1725866506430,AnchorCreation,1
1725866506462,AnchorCreation,0
1725866506497,AnchorCreation,1
1725866506530,AnchorCreation,1
1725866506561,AnchorCreation,0
1725866506597,AnchorCreation,0
1725866506630,AnchorCreation,0
1725866506661,AnchorCreation,0
1725866506698,AnchorCreation,0
1725866506728,AnchorCreation,0
1725866506761,AnchorCreation,0
1725866506796,AnchorCreation,1
1725866506829,AnchorCreation,1
1725866506861,AnchorCreation,0
1725866506896,AnchorCreation,0
1725866506930,AnchorCreation,0
1725866506960,AnchorCreation,1
1725866506997,AnchorCreation,0
1725866507048,AnchorCreation,1
1725866507063,AnchorCreation,0
1725866507097,AnchorCreation,0
1725866507130,AnchorCreation,1
1725866507160,AnchorCreation,0
1725866507196,AnchorCreation,0
1725866507228,AnchorCreation,1
1725866507260,AnchorCreation,0
1725866507297,AnchorCreation,0
1725866507328,AnchorCreation,0
1725866507360,AnchorCreation,0
1725866507394,AnchorCreation,1
1725866507427,AnchorCreation,1
1725866507461,AnchorCreation,0
1725866507495,AnchorCreation,0
1725866507527,AnchorCreation,0
1725866507560,AnchorCreation,0
1725866507593,AnchorCreation,0
1725866507628,AnchorCreation,0
1725866507661,AnchorCreation,0
1725866507692,AnchorCreation,0
1725866507727,AnchorCreation,0
1725866507761,AnchorCreation,0
1725866507795,AnchorCreation,0
1725866507826,AnchorCreation,1
1725866507860,AnchorCreation,0
1725866507892,AnchorCreation,1
1725866507927,AnchorCreation,0
1725866507960,AnchorCreation,0
1725866507994,AnchorCreation,1
1725866508024,AnchorCreation,0
1725866508059,AnchorCreation,0
1725866508092,AnchorCreation,1
1725866508125,AnchorCreation,0
1725866508159,AnchorCreation,0
1725866508191,AnchorCreation,0
1725866508226,AnchorCreation,0
1725866508259,AnchorCreation,1
1725866508293,AnchorCreation,0
1725866508326,AnchorCreation,0
1725866508360,AnchorCreation,0
1725866508392,AnchorCreation,0
1725866508427,AnchorCreation,0
1725866508459,AnchorCreation,0
1725866508493,AnchorCreation,1
1725866508525,AnchorCreation,0
1725866508558,AnchorCreation,0
1725866508591,AnchorCreation,0
1725866508625,AnchorCreation,0
1725866508658,AnchorCreation,0
1725866508695,AnchorCreation,0
1725866508726,AnchorCreation,0
1725866508759,AnchorCreation,0
1725866508791,AnchorCreation,0
1725866508825,AnchorCreation,0
1725866508858,AnchorCreation,1
1725866508892,AnchorCreation,0
1725866508925,AnchorCreation,0
1725866508959,AnchorCreation,0
1725866508993,AnchorCreation,0
1725866509025,AnchorCreation,0
1725866509059,AnchorCreation,0
1725866509092,AnchorCreation,0
1725866509125,AnchorCreation,0
1725866509158,AnchorCreation,0
1725866509192,AnchorCreation,0
1725866509223,AnchorCreation,0
1725866509257,AnchorCreation,0
1725866509291,AnchorCreation,0
1725866509323,AnchorCreation,0
1725866509357,AnchorCreation,0
1725866509393,AnchorCreation,0
1725866509424,AnchorCreation,0
1725866509456,AnchorCreation,0
1725866509491,AnchorCreation,0
1725866509524,AnchorCreation,0
1725866509556,AnchorCreation,0
1725866509591,AnchorCreation,0
1725866509622,AnchorCreation,0
1725866509657,AnchorCreation,0
1725866509690,AnchorCreation,0
1725866509722,AnchorCreation,0
1725866509758,AnchorCreation,0
1725866509791,AnchorCreation,0
1725866509824,AnchorCreation,0
1725866509856,AnchorCreation,0
1725866509890,AnchorCreation,0
1725866509922,AnchorCreation,0
1725866509957,AnchorCreation,0
1725866509990,AnchorCreation,0
1725866510022,AnchorCreation,0
1725866510054,AnchorCreation,0
1725866510090,AnchorCreation,0
1725866510123,AnchorCreation,0
1725866510155,AnchorCreation,0
1725866510190,AnchorCreation,0
1725866510221,AnchorCreation,0
1725866510254,AnchorCreation,0
1725866510289,AnchorCreation,0
1725866510321,AnchorCreation,0
1725866510354,AnchorCreation,0
1725866510390,AnchorCreation,0
1725866510422,AnchorCreation,0
1725866510456,AnchorCreation,0
1725866510496,AnchorCreation,0
1725866510521,AnchorCreation,0
1725866510555,AnchorCreation,0
1725866510589,AnchorCreation,0
1725866510623,AnchorCreation,0
1725866510653,AnchorCreation,0
1725866510689,AnchorCreation,0
1725866510723,AnchorCreation,0
1725866510755,AnchorCreation,0
1725866510788,AnchorCreation,0
1725866510821,AnchorCreation,0
1725866510855,AnchorCreation,0
1725866510889,AnchorCreation,0
1725866510923,AnchorCreation,0
1725866510953,AnchorCreation,0
1725866510989,AnchorCreation,0
1725866511021,AnchorCreation,0
1725866511054,AnchorCreation,0
1725866511091,AnchorCreation,0
1725866511122,AnchorCreation,0
1725866511153,AnchorCreation,0
1725866511188,AnchorCreation,0
1725866511221,AnchorCreation,0
1725866511253,AnchorCreation,0
1725866511288,AnchorCreation,0
1725866511320,AnchorCreation,0
1725866511354,AnchorCreation,0
1725866511387,AnchorCreation,0
1725866511421,AnchorCreation,0
1725866511452,AnchorCreation,0
1725866511488,AnchorCreation,0
1725866511519,AnchorCreation,0
1725866511553,AnchorCreation,0
1725866511587,AnchorCreation,0
1725866511620,AnchorCreation,0
1725866511653,AnchorCreation,0
1725866511687,AnchorCreation,0
1725866511719,AnchorCreation,0
1725866511752,AnchorCreation,0
1725866511786,AnchorCreation,0
1725866511819,AnchorCreation,0
1725866511851,AnchorCreation,0
1725866511887,AnchorCreation,0
1725866511919,AnchorCreation,1
1725866511952,AnchorCreation,0
1725866511987,AnchorCreation,0
1725866512021,AnchorCreation,0
1725866512052,AnchorCreation,0
1725866512084,AnchorCreation,1
1725866512120,AnchorCreation,0
1725866512150,AnchorCreation,0
1725866512184,AnchorCreation,0
1725866512219,AnchorCreation,0
1725866512250,AnchorCreation,0
1725866512284,AnchorCreation,0
1725866512318,AnchorCreation,0
1725866512352,AnchorCreation,0
1725866512385,AnchorCreation,0
1725866512419,AnchorCreation,0
1725866512451,AnchorCreation,0
1725866512487,AnchorCreation,0
1725866512518,AnchorCreation,0
1725866512551,AnchorCreation,0
1725866512584,AnchorCreation,0
1725866512618,AnchorCreation,0
1725866512651,AnchorCreation,0
1725866512684,AnchorCreation,0
1725866512719,AnchorCreation,0
1725866512750,AnchorCreation,0
1725866512783,AnchorCreation,0
1725866512818,AnchorCreation,0
1725866512851,AnchorCreation,0
1725866512887,AnchorCreation,0
1725866512918,AnchorCreation,0
1725866512951,AnchorCreation,0
1725866512985,AnchorCreation,0
1725866513017,AnchorCreation,0
1725866513049,AnchorCreation,1
1725866513082,AnchorCreation,0
1725866513117,AnchorCreation,0
1725866513150,AnchorCreation,0
1725866513181,AnchorCreation,0
1725866513218,AnchorCreation,0
1725866513251,AnchorCreation,0
1725866513287,AnchorCreation,0
1725866513317,AnchorCreation,0
1725866513350,AnchorCreation,0
1725866513381,AnchorCreation,0
1725866513416,AnchorCreation,0
1725866513449,AnchorCreation,0
1725866513484,AnchorCreation,0
1725866513515,AnchorCreation,0
1725866513549,AnchorCreation,0
1725866513585,AnchorCreation,0
1725866513615,AnchorCreation,0
1725866514364,AnchorCreation,1
1725866514368,AnchorCreation,0
1725866514384,AnchorCreation,0
1725866514417,AnchorCreation,0
1725866514448,AnchorCreation,0
1725866514483,AnchorCreation,1
1725866514515,AnchorCreation,0
1725866514547,AnchorCreation,0
1725866514582,AnchorCreation,0
1725866514615,AnchorCreation,0
1725866514648,AnchorCreation,0
1725866514682,AnchorCreation,0
1725866514715,AnchorCreation,0
1725866514748,AnchorCreation,0
1725866514781,AnchorCreation,0
1725866514813,AnchorCreation,0
1725866514847,AnchorCreation,1
1725866514880,AnchorCreation,0
1725866514913,AnchorCreation,0
1725866514947,AnchorCreation,0
1725866514982,AnchorCreation,1
1725866515013,AnchorCreation,0
1725866515045,AnchorCreation,0
1725866515080,AnchorCreation,0
1725866515112,AnchorCreation,0
