Event,Duration(ms)
PositionUpdate,6
PositionUpdate,11
PositionUpdate,5
PositionUpdate,6
PositionUpdate,7
PositionUpdate,6
PositionUpdate,6
PositionUpdate,9
PositionUpdate,6
PositionUpdate,6
PositionUpdate,7
PositionUpdate,6
PositionUpdate,6
PositionUpdate,8
PositionUpdate,6
PositionUpdate,7
PositionUpdate,8
PositionUpdate,6
PositionUpdate,6
PositionUpdate,6
PositionUpdate,6
PositionUpdate,5
PositionUpdate,10
PositionUpdate,3
PositionUpdate,9
PositionUpdate,12
PositionUpdate,8
PositionUpdate,9
PositionUpdate,6
PositionUpdate,7
PositionUpdate,6
PositionUpdate,9
PositionUpdate,12
PositionUpdate,12
PositionUpdate,6
PositionUpdate,8
PositionUpdate,12
PositionUpdate,13
PositionUpdate,6
PositionUpdate,7
PositionUpdate,7
PositionUpdate,7
PositionUpdate,7
PositionUpdate,7
PositionUpdate,5
PositionUpdate,8
PositionUpdate,7
PositionUpdate,8
PositionUpdate,7
PositionUpdate,6
PositionUpdate,7
PositionUpdate,6
PositionUpdate,10
PositionUpdate,6
PositionUpdate,8
PositionUpdate,8
PositionUpdate,10
PositionUpdate,12
PositionUpdate,7
PositionUpdate,1
PositionUpdate,12
PositionUpdate,5
PositionUpdate,22
PositionUpdate,11
PositionUpdate,8
PositionUpdate,19
PositionUpdate,31
PositionUpdate,4
PositionUpdate,9
PositionUpdate,10
PositionUpdate,5
PositionUpdate,2
PositionUpdate,8
PositionUpdate,14
PositionUpdate,4
sendDepthBoxVertices,50
sendInvalidPosition,0
PositionUpdate,10
sendDepthBoxVertices,12
sendInvalidPosition,0
PositionUpdate,12
sendDepthBoxVertices,16
sendInvalidPosition,1
PositionUpdate,15
sendDepthBoxVertices,8
sendInvalidPosition,0
PositionUpdate,6
sendInvalidPosition,1
PositionUpdate,9
